Date,Emp_ID,Emp_Name,Model,Line,Stage,Stage_Criticality,Units_Checked,Total_Errors,Defect_Rate,Pass_Ratio,Error_Std_Dev,Critical_Exposure,Suitability_Score
2026-01-16,1010,Maya,Prado NA,BE-09,Cosmetic,Normal,1787,0,0,1,0.9,24,83
2026-01-12,1008,Saurabh,Fortuner,BE-08,Inner VI,Semi-Critical,1969,1,0.0005,0.999,0.83,38,84.83
2026-01-13,1005,Puja,Innova,BE-07,Camera,Critical,1807,2,0.0011,0.999,0.16,37,91.4
2026-01-11,1008,Saurabh,Innova,BE-09,Battery,Semi-Critical,1850,1,0.0005,0.999,0.3,118,96.79
2026-01-13,1009,Kiran,Prado NA,BE-07,Battery,Semi-Critical,1678,0,0,1,0.54,73,90.68
2026-01-14,1009,Kiran,Fortuner,BE-09,Battery,Semi-Critical,1752,0,0,1,0.69,89,90.52
2026-01-11,1006,Shubham,Prado NA,BE-08,RF Cable,Critical,1506,0,0,1,0.82,19,83.38
2026-01-16,1007,Neha,Innova,BE-07,Cosmetic,Normal,1819,0,0,1,0.38,88,93.53
2026-01-16,1001,Anuj,Innova,BE-07,Camera,Critical,1694,0,0,1,1.09,73,85.18
2026-01-14,1001,Anuj,Prado EU,BE-08,Cosmetic,Normal,2073,2,0.001,0.999,0.09,111,98.27
2026-01-15,1006,Shubham,Innova,BE-08,Camera,Critical,1515,3,0.002,0.997,0.68,79,89.62
2026-01-12,1001,Anuj,Prado EU,BE-09,Cosmetic,Normal,2026,0,0,1,0.35,16,87.83
2026-01-12,1002,Kajal,Prado NA,BE-08,Camera,Critical,2043,3,0.0015,0.998,0.48,116,94.76
2026-01-15,1005,Puja,Prado NA,BE-09,Camera,Critical,2201,4,0.0018,0.998,0.68,30,85.56
2026-01-16,1002,Kajal,Prado NA,BE-08,RF Cable,Critical,2084,1,0.0005,0.999,0.48,106,93.99
2026-01-15,1002,Kajal,Prado EU,BE-07,Inner VI,Semi-Critical,2126,0,0,1,1.1,92,86.67
2026-01-14,1008,Saurabh,Fortuner,BE-09,Cosmetic,Normal,1989,1,0.0005,0.999,0.24,103,96.14
2026-01-16,1001,Anuj,Innova,BE-08,Inner VI,Semi-Critical,1616,1,0.0006,0.999,0.29,110,96.22
2026-01-11,1005,Puja,Prado NA,BE-08,RF Cable,Critical,1696,2,0.0012,0.998,0.49,64,90.34
2026-01-13,1008,Saurabh,Innova,BE-08,Camera,Critical,2090,3,0.0014,0.998,0.13,51,92.84
2026-01-15,1007,Neha,Prado EU,BE-09,Cosmetic,Normal,2132,0,0,1,0.9,14,82.17
2026-01-13,1004,Rishi,Prado EU,BE-09,Cosmetic,Normal,2086,1,0.0005,0.999,0.39,103,94.64
2026-01-12,1005,Puja,Prado EU,BE-09,RF Cable,Critical,2192,2,0.0009,0.999,0.28,101,95.55
2026-01-14,1010,Maya,Prado NA,BE-07,Inner VI,Semi-Critical,1566,0,0,1,0.54,62,89.77
2026-01-15,1003,Ritesh,Prado NA,BE-07,Inner VI,Semi-Critical,1844,0,0,1,0.16,36,91.4
2026-01-11,1007,Neha,Prado EU,BE-08,Cosmetic,Normal,1782,0,0,1,0.62,51,88.05
2026-01-15,1010,Maya,Prado NA,BE-07,Cosmetic,Normal,1869,1,0.0005,0.999,0.41,17,87.28
2026-01-10,1006,Shubham,Prado EU,BE-09,Cosmetic,Normal,1933,0,0,1,0.05,52,93.83
2026-01-14,1003,Ritesh,Prado EU,BE-07,Camera,Critical,2066,1,0.0005,0.999,1.07,119,89.18
2026-01-10,1001,Anuj,Prado EU,BE-07,RF Cable,Critical,2286,3,0.0013,0.998,0.23,10,88.42
2026-01-10,1004,Rishi,Prado NA,BE-07,Cosmetic,Normal,1664,0,0,1,0.82,12,82.8
2026-01-16,1005,Puja,Fortuner,BE-09,Battery,Semi-Critical,2256,0,0,1,1.08,6,79.7
2026-01-11,1004,Rishi,Prado EU,BE-09,PCB,Critical,2042,2,0.001,0.998,0.59,114,93.52
2026-01-12,1010,Maya,Prado NA,BE-09,PCB,Critical,1940,1,0.0005,0.999,0.12,60,93.76
2026-01-10,1008,Saurabh,Innova,BE-07,Battery,Semi-Critical,1996,0,0,1,0.43,97,93.78
2026-01-10,1006,Shubham,Prado EU,BE-08,PCB,Critical,1848,0,0,1,0.74,65,88.02
2026-01-10,1007,Neha,Innova,BE-09,Battery,Semi-Critical,1515,2,0.0013,0.998,0.04,43,93.08
2026-01-15,1009,Kiran,Prado EU,BE-08,RF Cable,Critical,1564,1,0.0006,0.999,0.83,26,83.82
2026-01-10,1004,Rishi,Prado NA,BE-08,Battery,Semi-Critical,2228,2,0.0009,0.999,0.93,80,87.3
2026-01-12,1002,Kajal,Prado EU,BE-08,Camera,Critical,1955,1,0.0005,0.999,1.15,67,84.04
2026-01-16,1001,Anuj,Fortuner,BE-08,PCB,Critical,2086,2,0.001,0.999,0.77,96,90.22
2026-01-11,1006,Shubham,Prado EU,BE-09,PCB,Critical,1657,0,0,1,0.51,100,93.23
2026-01-15,1008,Saurabh,Innova,BE-09,Camera,Critical,2026,2,0.001,0.999,1.13,52,82.96
2026-01-15,1006,Shubham,Prado EU,BE-09,Battery,Semi-Critical,1583,0,0,1,0.8,12,83
2026-01-14,1006,Shubham,Innova,BE-09,Cosmetic,Normal,2041,1,0.0005,0.999,0.48,78,91.66
2026-01-12,1002,Kajal,Fortuner,BE-09,PCB,Critical,2275,2,0.0009,0.999,0.95,98,88.6
2026-01-11,1002,Kajal,Innova,BE-09,Cosmetic,Normal,2232,4,0.0018,0.998,0.23,107,96.48
2026-01-10,1009,Kiran,Fortuner,BE-07,Inner VI,Semi-Critical,1710,2,0.0012,0.998,0.14,105,97.25
2026-01-12,1002,Kajal,Prado EU,BE-08,RF Cable,Critical,1596,1,0.0006,0.999,0.6,6,84.45
2026-01-11,1009,Kiran,Fortuner,BE-07,Camera,Critical,1721,1,0.0006,0.999,0.09,19,90.64
2026-01-15,1009,Kiran,Prado NA,BE-07,PCB,Critical,1992,5,0.0025,0.996,1.04,39,82.64
2026-01-13,1007,Neha,Fortuner,BE-07,Camera,Critical,1620,2,0.0012,0.998,0.91,32,83.47
2026-01-14,1010,Maya,Fortuner,BE-09,RF Cable,Critical,1926,0,0,1,0.15,68,94.17
2026-01-12,1008,Saurabh,Prado EU,BE-08,PCB,Critical,1952,1,0.0005,0.999,0.63,69,89.41
2026-01-13,1004,Rishi,Prado EU,BE-09,Battery,Semi-Critical,2254,2,0.0009,0.999,0.68,80,89.8
2026-01-14,1002,Kajal,Fortuner,BE-07,PCB,Critical,1798,6,0.0033,0.996,0.68,14,84.11
2026-01-13,1007,Neha,Fortuner,BE-09,Camera,Critical,2137,2,0.0009,0.999,0.67,51,87.47
2026-01-10,1008,Saurabh,Prado EU,BE-07,Camera,Critical,2201,2,0.0009,0.999,0.28,20,88.79
2026-01-13,1005,Puja,Prado EU,BE-07,Camera,Critical,2031,2,0.001,0.998,0.36,24,88.32
2026-01-12,1002,Kajal,Innova,BE-09,Cosmetic,Normal,1630,4,0.0025,0.997,0.71,5,83.12
2026-01-10,1009,Kiran,Prado NA,BE-09,Cosmetic,Normal,2198,0,0,1,0.81,8,82.57
2026-01-11,1006,Shubham,Innova,BE-08,Camera,Critical,1730,2,0.0012,0.998,0.25,59,92.32
2026-01-15,1009,Kiran,Fortuner,BE-09,Inner VI,Semi-Critical,1696,0,0,1,0.84,102,90.1
2026-01-16,1004,Rishi,Prado EU,BE-09,Camera,Critical,1908,5,0.0026,0.997,0.79,58,86.73
2026-01-16,1006,Shubham,Innova,BE-08,Inner VI,Semi-Critical,1934,1,0.0005,0.999,0.36,67,91.94
2026-01-12,1007,Neha,Prado NA,BE-09,Inner VI,Semi-Critical,1835,2,0.0011,0.999,1.01,87,87.07
2026-01-10,1002,Kajal,Prado NA,BE-08,Battery,Semi-Critical,2298,1,0.0004,0.999,0.4,73,92.05
2026-01-15,1004,Rishi,Prado EU,BE-08,Inner VI,Semi-Critical,2184,2,0.0009,0.999,0.09,9,89.78
2026-01-14,1010,Maya,Innova,BE-09,Inner VI,Semi-Critical,1768,2,0.0011,0.998,0.58,77,90.52
2026-01-14,1004,Rishi,Prado NA,BE-09,Camera,Critical,2065,3,0.0015,0.998,0.46,91,92.86
2026-01-12,1003,Ritesh,Prado NA,BE-09,Battery,Semi-Critical,1897,2,0.0011,0.998,0.16,61,93.4
2026-01-13,1009,Kiran,Prado EU,BE-09,RF Cable,Critical,2280,2,0.0009,0.999,1.1,96,86.93
2026-01-10,1003,Ritesh,Innova,BE-08,Inner VI,Semi-Critical,2025,4,0.002,0.997,0.51,86,91.91
2026-01-13,1007,Neha,Prado EU,BE-07,Battery,Semi-Critical,1532,0,0,1,0.56,104,93.07
2026-01-10,1008,Saurabh,Fortuner,BE-08,RF Cable,Critical,2156,3,0.0014,0.998,0.12,90,96.19
2026-01-12,1001,Anuj,Fortuner,BE-08,Inner VI,Semi-Critical,1745,3,0.0017,0.997,0.68,60,88.06
2026-01-12,1004,Rishi,Fortuner,BE-07,Cosmetic,Normal,1572,1,0.0006,0.999,0.34,110,95.72
2026-01-14,1004,Rishi,Prado NA,BE-07,Battery,Semi-Critical,1798,1,0.0006,0.999,0.97,107,89.17
2026-01-11,1010,Maya,Prado EU,BE-07,Camera,Critical,2269,1,0.0004,0.999,0.29,25,89.15
2026-01-16,1008,Saurabh,Prado EU,BE-09,Camera,Critical,1659,0,0,1,0.07,56,93.97
2026-01-12,1003,Ritesh,Prado NA,BE-08,PCB,Critical,2234,2,0.0009,0.999,0.8,100,90.26
2026-01-16,1004,Rishi,Prado EU,BE-07,Cosmetic,Normal,2200,1,0.0005,0.999,0.26,38,90.53
2026-01-14,1005,Puja,Innova,BE-09,Battery,Semi-Critical,2265,2,0.0009,0.999,0.2,114,97.43
2026-01-12,1007,Neha,Prado EU,BE-08,Inner VI,Semi-Critical,2145,2,0.0009,0.999,0.82,48,85.73
2026-01-11,1006,Shubham,Fortuner,BE-09,Battery,Semi-Critical,1748,1,0.0006,0.999,0.17,76,94.59
2026-01-12,1003,Ritesh,Innova,BE-08,PCB,Critical,2027,3,0.0015,0.998,0.22,108,96.68
2026-01-10,1006,Shubham,Fortuner,BE-09,Cosmetic,Normal,1701,1,0.0006,0.999,0.93,33,83.4
2026-01-12,1010,Maya,Prado NA,BE-09,Battery,Semi-Critical,1524,1,0.0007,0.999,0.04,35,92.47
2026-01-10,1010,Maya,Innova,BE-08,Camera,Critical,2156,2,0.0009,0.999,0.75,102,90.93
2026-01-15,1003,Ritesh,Fortuner,BE-08,Camera,Critical,2026,5,0.0025,0.997,1.07,46,82.94
2026-01-14,1007,Neha,Fortuner,BE-07,Cosmetic,Normal,1834,0,0,1,0.21,73,93.98
2026-01-14,1005,Puja,Prado NA,BE-07,Battery,Semi-Critical,2153,1,0.0005,0.999,0.18,55,92.75
2026-01-16,1005,Puja,Prado NA,BE-09,Battery,Semi-Critical,1843,1,0.0005,0.999,0.19,47,91.97
2026-01-15,1003,Ritesh,Innova,BE-09,Inner VI,Semi-Critical,1521,1,0.0007,0.999,0.21,73,93.93
2026-01-10,1005,Puja,Innova,BE-09,Camera,Critical,1745,1,0.0006,0.999,0.65,19,85.04
2026-01-12,1003,Ritesh,Prado EU,BE-07,Camera,Critical,2135,2,0.0009,0.999,0.59,81,90.77
2026-01-15,1007,Neha,Innova,BE-09,Battery,Semi-Critical,1596,0,0,1,0.06,60,94.4
2026-01-11,1008,Saurabh,Innova,BE-09,Inner VI,Semi-Critical,1601,0,0,1,0.9,49,85.08
2026-01-13,1004,Rishi,Prado NA,BE-08,PCB,Critical,2200,0,0,1,0.95,83,87.42
2026-01-15,1010,Maya,Prado EU,BE-08,Cosmetic,Normal,1723,1,0.0006,0.999,1.12,48,82.75
2026-01-16,1002,Kajal,Fortuner,BE-09,Battery,Semi-Critical,2081,1,0.0005,0.999,0.09,113,98.48
2026-01-16,1003,Ritesh,Innova,BE-07,Cosmetic,Normal,2285,2,0.0009,0.999,1.07,72,85.23
2026-01-16,1005,Puja,Fortuner,BE-07,PCB,Critical,1658,0,0,1,0.27,115,96.88
2026-01-15,1003,Ritesh,Prado NA,BE-07,RF Cable,Critical,2074,2,0.001,0.999,0.78,22,83.96
2026-01-12,1005,Puja,Innova,BE-09,Camera,Critical,2126,1,0.0005,0.999,0.88,25,83.25
2026-01-16,1009,Kiran,Prado EU,BE-08,PCB,Critical,1596,2,0.0013,0.998,1.09,21,80.75
2026-01-11,1004,Rishi,Fortuner,BE-08,Camera,Critical,1865,2,0.0011,0.999,0.41,35,88.74
2026-01-13,1003,Ritesh,Innova,BE-09,PCB,Critical,1606,3,0.0019,0.997,0.51,69,90.5
2026-01-10,1004,Rishi,Fortuner,BE-08,Camera,Critical,1520,2,0.0013,0.998,1.04,9,80.24
2026-01-15,1009,Kiran,Prado EU,BE-09,Camera,Critical,1819,2,0.0011,0.999,0.48,77,91.53
2026-01-13,1003,Ritesh,Innova,BE-09,RF Cable,Critical,2049,5,0.0024,0.996,0.48,92,92.67
2026-01-15,1004,Rishi,Fortuner,BE-08,PCB,Critical,1588,3,0.0019,0.998,0.44,9,86.2
2026-01-13,1008,Saurabh,Innova,BE-07,Inner VI,Semi-Critical,1985,0,0,1,0.02,106,98.63
2026-01-15,1003,Ritesh,Prado EU,BE-07,Inner VI,Semi-Critical,1533,0,0,1,0.1,104,97.67
2026-01-13,1001,Anuj,Prado EU,BE-08,RF Cable,Critical,1634,5,0.0031,0.996,0.99,22,81.7
2026-01-13,1007,Neha,Prado NA,BE-07,Cosmetic,Normal,1690,2,0.0012,0.998,1.11,18,80.31
2026-01-13,1006,Shubham,Innova,BE-08,Cosmetic,Normal,2076,1,0.0005,0.999,1.11,87,86.11
2026-01-16,1008,Saurabh,Fortuner,BE-09,Cosmetic,Normal,1908,0,0,1,1.08,61,84.28
2026-01-12,1010,Maya,Fortuner,BE-08,Cosmetic,Normal,1745,0,0,1,0.46,38,88.57
2026-01-11,1004,Rishi,Fortuner,BE-08,Battery,Semi-Critical,2088,1,0.0005,0.999,0.95,24,82.46
2026-01-14,1010,Maya,Prado NA,BE-07,Cosmetic,Normal,1611,4,0.0025,0.996,0.5,112,94.13
2026-01-12,1003,Ritesh,Innova,BE-08,Cosmetic,Normal,1562,0,0,1,0.97,22,82.13
2026-01-16,1004,Rishi,Prado NA,BE-09,Camera,Critical,2150,0,0,1,0.24,38,90.77
2026-01-14,1010,Maya,Fortuner,BE-08,Inner VI,Semi-Critical,1628,1,0.0006,0.999,0.31,103,95.44
2026-01-16,1001,Anuj,Prado NA,BE-08,Battery,Semi-Critical,1586,2,0.0013,0.998,1.09,5,79.42
2026-01-13,1006,Shubham,Innova,BE-09,Camera,Critical,1627,4,0.0025,0.997,0.7,115,92.4
2026-01-14,1004,Rishi,Prado EU,BE-09,Inner VI,Semi-Critical,2293,0,0,1,1.17,94,86.13
2026-01-16,1006,Shubham,Prado EU,BE-08,RF Cable,Critical,1914,4,0.0021,0.997,1.14,35,81.35
2026-01-15,1010,Maya,Fortuner,BE-07,RF Cable,Critical,2105,1,0.0005,0.999,1.03,19,81.25
2026-01-13,1003,Ritesh,Innova,BE-07,Camera,Critical,2104,2,0.001,0.999,1.17,95,86.14
2026-01-15,1008,Saurabh,Prado NA,BE-09,Camera,Critical,1667,1,0.0006,0.999,0.51,88,92.19
2026-01-10,1001,Anuj,Prado EU,BE-07,Inner VI,Semi-Critical,2181,1,0.0005,0.999,1.14,117,88.31
2026-01-16,1010,Maya,Innova,BE-09,RF Cable,Critical,1737,2,0.0012,0.998,0.65,44,87.08
2026-01-13,1007,Neha,Prado EU,BE-09,Camera,Critical,1854,0,0,1,0.13,107,97.62
2026-01-16,1002,Kajal,Prado NA,BE-08,Battery,Semi-Critical,2162,1,0.0005,0.999,0.03,73,95.75
2026-01-16,1004,Rishi,Fortuner,BE-08,Cosmetic,Normal,1883,0,0,1,0.57,10,85.13
2026-01-10,1004,Rishi,Innova,BE-08,Cosmetic,Normal,1981,3,0.0015,0.998,0.05,105,98.13
2026-01-15,1010,Maya,Fortuner,BE-09,Cosmetic,Normal,1997,1,0.0005,0.999,0.77,61,87.34
2026-01-11,1003,Ritesh,Prado NA,BE-08,Camera,Critical,2252,1,0.0004,0.999,0.23,96,95.66
2026-01-16,1007,Neha,Prado NA,BE-07,RF Cable,Critical,2152,2,0.0009,0.999,0.91,23,82.74
2026-01-15,1006,Shubham,Prado EU,BE-09,Cosmetic,Normal,2033,3,0.0015,0.998,0.51,96,92.79
2026-01-11,1009,Kiran,Prado NA,BE-09,Cosmetic,Normal,1947,1,0.0005,0.999,0.38,19,87.74
2026-01-16,1003,Ritesh,Prado EU,BE-09,Inner VI,Semi-Critical,2220,0,0,1,0.67,5,83.72
2026-01-10,1007,Neha,Fortuner,BE-08,RF Cable,Critical,1551,2,0.0013,0.998,0.26,13,88.39
2026-01-13,1006,Shubham,Prado NA,BE-08,Camera,Critical,1661,1,0.0006,0.999,0.91,20,82.52
2026-01-11,1010,Maya,Innova,BE-08,Camera,Critical,2212,1,0.0005,0.999,0.86,16,82.7
2026-01-10,1005,Puja,Prado NA,BE-08,Camera,Critical,2041,0,0,1,1.12,117,88.55
2026-01-14,1001,Anuj,Innova,BE-09,PCB,Critical,2200,0,0,1,0.84,108,90.6
2026-01-16,1006,Shubham,Fortuner,BE-09,Inner VI,Semi-Critical,1611,0,0,1,0.61,12,84.9
2026-01-15,1002,Kajal,Innova,BE-09,Cosmetic,Normal,1575,1,0.0006,0.999,0.15,13,89.53
2026-01-13,1008,Saurabh,Prado EU,BE-08,Camera,Critical,1684,1,0.0006,0.999,0.22,14,88.92
2026-01-10,1002,Kajal,Prado EU,BE-07,PCB,Critical,1587,4,0.0025,0.996,0.21,81,94.44
2026-01-12,1004,Rishi,Fortuner,BE-09,Cosmetic,Normal,1864,2,0.0011,0.999,0.28,118,96.95
2026-01-11,1007,Neha,Prado NA,BE-08,Camera,Critical,1705,1,0.0006,0.999,0.87,84,88.25
2026-01-12,1009,Kiran,Prado EU,BE-07,PCB,Critical,1811,3,0.0017,0.998,0.21,97,95.85
2026-01-16,1005,Puja,Prado NA,BE-07,Inner VI,Semi-Critical,2015,0,0,1,0.52,13,85.88
2026-01-12,1002,Kajal,Prado NA,BE-09,PCB,Critical,2053,2,0.001,0.999,0.06,71,95.24
2026-01-10,1002,Kajal,Prado NA,BE-07,Cosmetic,Normal,1955,0,0,1,0.61,21,85.65
2026-01-10,1010,Maya,Prado NA,BE-08,Inner VI,Semi-Critical,1811,2,0.0011,0.999,0.46,44,88.98
2026-01-11,1008,Saurabh,Prado NA,BE-09,RF Cable,Critical,1768,1,0.0006,0.999,0.6,34,86.79
2026-01-11,1005,Puja,Fortuner,BE-09,Battery,Semi-Critical,1836,0,0,1,0.04,11,90.52
2026-01-15,1002,Kajal,Prado EU,BE-07,RF Cable,Critical,1928,1,0.0005,0.999,0.75,116,92.13
2026-01-11,1007,Neha,Innova,BE-07,Inner VI,Semi-Critical,1941,0,0,1,0.74,12,83.6
2026-01-12,1001,Anuj,Fortuner,BE-07,Camera,Critical,1697,2,0.0012,0.999,0.88,106,89.94
2026-01-10,1004,Rishi,Fortuner,BE-07,Battery,Semi-Critical,1995,2,0.001,0.999,0.49,68,90.69
2026-01-13,1003,Ritesh,Fortuner,BE-09,PCB,Critical,1900,1,0.0005,0.999,1.19,19,79.64
2026-01-15,1001,Anuj,Prado NA,BE-08,Camera,Critical,2004,5,0.0025,0.996,0.84,57,86.14
2026-01-11,1009,Kiran,Prado NA,BE-08,Inner VI,Semi-Critical,1750,4,0.0023,0.996,0.83,95,89.43
2026-01-15,1002,Kajal,Prado EU,BE-07,Camera,Critical,2026,2,0.001,0.998,0.33,89,94.03
2026-01-16,1008,Saurabh,Prado NA,BE-08,Camera,Critical,1913,3,0.0016,0.998,0.01,12,90.78
2026-01-13,1010,Maya,Prado NA,BE-09,Camera,Critical,1543,3,0.0019,0.997,1,15,81.1
2026-01-11,1003,Ritesh,Fortuner,BE-08,Inner VI,Semi-Critical,1738,2,0.0012,0.998,1.01,93,87.56
2026-01-12,1009,Kiran,Prado EU,BE-09,Camera,Critical,2291,1,0.0004,0.999,0.69,70,88.9
2026-01-15,1003,Ritesh,Innova,BE-08,Camera,Critical,1825,0,0,1,1.19,67,83.68
2026-01-14,1003,Ritesh,Innova,BE-09,PCB,Critical,1570,4,0.0025,0.997,0.94,108,89.4
2026-01-14,1002,Kajal,Fortuner,BE-07,PCB,Critical,1823,5,0.0027,0.996,1.03,95,87.41
2026-01-13,1007,Neha,Innova,BE-09,Cosmetic,Normal,1716,1,0.0006,0.999,0.31,68,92.52
2026-01-15,1010,Maya,Prado NA,BE-07,Cosmetic,Normal,1675,3,0.0018,0.998,0.66,80,89.93
2026-01-11,1004,Rishi,Fortuner,BE-08,PCB,Critical,2103,4,0.0019,0.997,0.32,10,87.48
2026-01-11,1003,Ritesh,Fortuner,BE-07,PCB,Critical,2196,2,0.0009,0.999,1.03,71,85.54
2026-01-13,1001,Anuj,Fortuner,BE-08,Battery,Semi-Critical,1581,2,0.0013,0.998,0.72,87,89.95
2026-01-13,1004,Rishi,Prado EU,BE-09,PCB,Critical,1961,2,0.001,0.999,0.27,60,92.22
2026-01-13,1010,Maya,Fortuner,BE-07,RF Cable,Critical,2002,4,0.002,0.997,1.16,52,82.57
2026-01-12,1002,Kajal,Innova,BE-09,Battery,Semi-Critical,1577,0,0,1,1.13,45,82.45
2026-01-12,1006,Shubham,Innova,BE-07,Battery,Semi-Critical,1817,1,0.0006,0.999,0.13,10,89.49
2026-01-16,1010,Maya,Prado NA,BE-09,RF Cable,Critical,1793,1,0.0006,0.999,0.24,37,90.64
2026-01-11,1005,Puja,Prado NA,BE-07,RF Cable,Critical,1881,1,0.0005,0.999,1.07,63,84.51
2026-01-13,1001,Anuj,Prado EU,BE-08,Battery,Semi-Critical,2188,1,0.0005,0.999,0.17,110,97.43
2026-01-12,1007,Neha,Prado EU,BE-07,Cosmetic,Normal,2229,1,0.0004,0.999,0.5,13,86.05
2026-01-16,1008,Saurabh,Prado EU,BE-09,Battery,Semi-Critical,2223,2,0.0009,0.999,0.81,113,91.25
2026-01-10,1004,Rishi,Prado NA,BE-07,Camera,Critical,1559,4,0.0026,0.996,0.29,78,93.4
2026-01-10,1008,Saurabh,Prado EU,BE-07,Battery,Semi-Critical,1528,1,0.0007,0.999,1.02,11,80.67
2026-01-14,1004,Rishi,Prado EU,BE-09,Cosmetic,Normal,1733,2,0.0012,0.998,1.08,12,80.11
2026-01-11,1007,Neha,Prado EU,BE-09,PCB,Critical,2270,3,0.0013,0.998,0.07,119,99.11
2026-01-16,1001,Anuj,Fortuner,BE-08,Camera,Critical,2158,2,0.0009,0.999,0,116,99.59
2026-01-16,1009,Kiran,Prado NA,BE-09,PCB,Critical,1655,3,0.0018,0.997,0.97,9,80.91
2026-01-15,1004,Rishi,Fortuner,BE-09,RF Cable,Critical,2208,4,0.0018,0.997,1.18,51,82.3
2026-01-11,1004,Rishi,Innova,BE-08,Cosmetic,Normal,2120,0,0,1,0.38,56,90.87
2026-01-15,1010,Maya,Prado EU,BE-08,PCB,Critical,2299,2,0.0009,0.999,0.5,41,88.35
2026-01-16,1009,Kiran,Innova,BE-08,PCB,Critical,2072,2,0.001,0.999,0.51,79,91.41
2026-01-16,1008,Saurabh,Prado EU,BE-08,Camera,Critical,1926,1,0.0005,0.999,0.78,100,90.49
2026-01-12,1004,Rishi,Prado EU,BE-07,Battery,Semi-Critical,2203,1,0.0005,0.999,0.69,102,91.56
2026-01-14,1002,Kajal,Prado NA,BE-09,Camera,Critical,1594,1,0.0006,0.999,0.59,19,85.64
2026-01-14,1005,Puja,Prado NA,BE-07,PCB,Critical,1725,3,0.0017,0.998,0.91,11,81.68
2026-01-13,1004,Rishi,Innova,BE-07,Camera,Critical,2245,1,0.0004,0.999,0.41,76,92.2
2026-01-10,1002,Kajal,Prado NA,BE-09,RF Cable,Critical,1982,1,0.0005,0.999,0.92,107,89.68
2026-01-16,1009,Kiran,Fortuner,BE-09,Inner VI,Semi-Critical,1910,2,0.001,0.999,0.75,70,88.25
2026-01-11,1002,Kajal,Innova,BE-08,Battery,Semi-Critical,1873,3,0.0016,0.997,0.57,13,85.25
2026-01-12,1005,Puja,Prado EU,BE-07,RF Cable,Critical,2177,0,0,1,0.01,20,91.57
2026-01-15,1006,Shubham,Fortuner,BE-07,Camera,Critical,1783,0,0,1,1.14,36,81.6
2026-01-12,1004,Rishi,Prado EU,BE-09,Inner VI,Semi-Critical,2155,1,0.0005,0.999,0.59,114,93.56
2026-01-10,1004,Rishi,Prado EU,BE-09,Cosmetic,Normal,2042,0,0,1,1.19,53,82.52
2026-01-16,1009,Kiran,Innova,BE-09,RF Cable,Critical,2099,1,0.0005,0.999,0.33,36,89.66
2026-01-10,1005,Puja,Prado NA,BE-09,Camera,Critical,1923,2,0.001,0.999,0.7,78,89.42
2026-01-14,1009,Kiran,Prado NA,BE-07,PCB,Critical,1667,3,0.0018,0.998,0.37,108,95.16
2026-01-10,1010,Maya,Prado EU,BE-08,Camera,Critical,1959,0,0,1,0.68,81,89.95
2026-01-13,1005,Puja,Prado EU,BE-09,Battery,Semi-Critical,1500,1,0.0007,0.999,0.5,119,94.86
2026-01-14,1007,Neha,Prado NA,BE-08,Inner VI,Semi-Critical,1861,2,0.0011,0.999,0.82,30,84.22
2026-01-16,1009,Kiran,Prado NA,BE-07,Battery,Semi-Critical,1853,1,0.0005,0.999,0.33,22,88.49
2026-01-11,1002,Kajal,Innova,BE-07,Inner VI,Semi-Critical,1715,2,0.0012,0.998,0.04,44,93.17
2026-01-13,1006,Shubham,Prado NA,BE-08,Inner VI,Semi-Critical,2258,0,0,1,0.63,42,87.2
2026-01-14,1005,Puja,Prado EU,BE-08,Inner VI,Semi-Critical,1552,1,0.0006,0.999,0.3,118,96.78
2026-01-10,1005,Puja,Innova,BE-08,Inner VI,Semi-Critical,2119,2,0.0009,0.999,0.08,42,92.62
2026-01-14,1003,Ritesh,Prado EU,BE-08,RF Cable,Critical,1588,3,0.0019,0.997,0.43,34,88.37
2026-01-16,1007,Neha,Innova,BE-07,Camera,Critical,1871,7,0.0037,0.995,0.78,46,85.74
2026-01-16,1004,Rishi,Innova,BE-08,PCB,Critical,1589,0,0,1,0.87,72,87.3
2026-01-11,1005,Puja,Prado NA,BE-09,Inner VI,Semi-Critical,1965,0,0,1,0.92,72,86.8
2026-01-14,1010,Maya,Fortuner,BE-09,Camera,Critical,2225,1,0.0004,0.999,0.12,119,98.68
2026-01-12,1002,Kajal,Prado NA,BE-08,PCB,Critical,1634,0,0,1,0.14,81,95.35
2026-01-13,1003,Ritesh,Fortuner,BE-08,Battery,Semi-Critical,2000,1,0.0005,0.999,0.6,14,85.12
2026-01-11,1010,Maya,Prado NA,BE-07,RF Cable,Critical,1694,4,0.0024,0.997,0.6,103,92.39
2026-01-11,1010,Maya,Prado EU,BE-08,PCB,Critical,2264,2,0.0009,0.999,0.02,92,97.39
2026-01-11,1006,Shubham,Innova,BE-08,Inner VI,Semi-Critical,1632,0,0,1,0.7,65,88.42
2026-01-10,1001,Anuj,Prado EU,BE-07,Cosmetic,Normal,1660,1,0.0006,0.999,0.23,61,92.74
2026-01-15,1005,Puja,Innova,BE-07,RF Cable,Critical,1801,1,0.0006,0.999,0.18,29,90.57
2026-01-10,1003,Ritesh,Prado NA,BE-07,Battery,Semi-Critical,2248,0,0,1,0.81,115,91.48
2026-01-16,1001,Anuj,Prado EU,BE-08,PCB,Critical,2146,2,0.0009,0.999,0.49,54,89.52
2026-01-10,1002,Kajal,Innova,BE-07,Battery,Semi-Critical,2136,1,0.0005,0.999,0.36,79,92.94
